,store,sido,gungu,store_address,_merge
386,석문점,충청남도,당진시,충청남도 당진시 석문면 통정3안길 8-15,both
387,송산점,충청남도,당진시,충청남도 당진시 송산면 유곡리 355-36,both
388,이주단지점,충청남도,당진시,충청남도 당진시 송악읍 신복운로6길 7(1층),both
389,중흥리점,충청남도,당진시,충청남도 당진시 송악읍 송악로 685,both
390,합덕점,충청남도,당진시,충청남도 당진시 합덕읍 합덕시장로 176,both
391,고덕역점,서울특별시,강동구,서울특별시 강동구 고덕1동 643-2,both
392,길동2점,서울특별시,강동구,서울특별시 강동구 천중로49길 29(길동),both
393,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)",both
394,명일점,서울특별시,강동구,서울특별시 강동구 동남로67길 44(명일동),both
395,상일동점,서울특별시,강동구,"서울특별시 강동구 상일로 29-1, 1층(상일동)",both
396,성내동점,서울특별시,강동구,서울특별시 강동구 성내1동 560-5,both
397,암사2점,서울특별시,강동구,"서울특별시 강동구 구천면로 337, 1층 (암사동)",both
398,암사역점,서울특별시,강동구,서울특별시 강동구 암사1동 501-25,both
399,천호점,서울특별시,강동구,"서울특별시 강동구 천중로18길 53, 1층 (천호동)",both
400,고덕점,충청남도,예산군,충청남도 예산군 고덕면 용고길 353,both
401,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 두리 570-52,both
402,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창말로 8,both
403,예산1점,충청남도,예산군,충청남도 예산군 예산읍 예산리 천변로 179,both
404,예산2점,충청남도,예산군,충청남도 예산군 예산읍 주교리 225-9,both
405,충남덕산점,충청남도,예산군,충청남도 예산군 덕산면 읍내리 342-1,both
406,고북점,충청남도,서산시,충청남도 서산시 고북면 기포리 300-2,both
407,대산점,충청남도,서산시,충청남도 서산시 대산읍 대산리 214-10,both
408,서산1점,충청남도,서산시,충청남도 서산시 읍내동 160-1,both
409,서산부영점,충청남도,서산시,충청남도 서산시 성암1로 56(읍내동),both
410,서산삼성점,충청남도,서산시,충청남도 서산시 동문동 538,both
411,석림점,충청남도,서산시,충청남도 서산시 석림동 783-4,both
412,지곡점,충청남도,서산시,충청남도 서산시 지곡면 무장리 920 오스카빌 103,both
413,테크노밸리점,충청남도,서산시,충청남도 서산시 성연면 일람리 1123,both
414,해미점,충청남도,서산시,충청남도 서산시 해미면 남문5로 4,both
415,고잔2점,경기도,안산시,경기도 안산시단원구 고잔동 733-1 104,both
416,고잔점,경기도,안산시,경기도 안산시단원구 고잔동 612 문화연립상가동 110,both
417,구반월점,경기도,안산시,경기도 안산시상록구 건건동 632-4 1층,both
418,군자11점,경기도,안산시,경기도 안산시단원구 선부동 1078-4 가동상가 110,both
419,레이크타운점,경기도,안산시,경기도 안산시단원구 광덕동로25 상가동101호,both
420,본오2점,경기도,안산시,경기도 안산시상록구 각골로 123,both
421,본오3점,경기도,안산시,경기도 안산시상록구 본오동 669-7,both
422,부곡점(안산),경기도,안산시,경기도 안산시상록구 부곡동 685-11 안산제2종합시장 1003호,both
423,사동2점,경기도,안산시,"경기도 안산시상록구 감골로 43(사동, 102호)",both
424,사동점,경기도,안산시,경기도 안산시상록구 사동 1285-3,both
425,선부3점,경기도,안산시,경기도 안산시단원구 선삼로 1 (선부동 1층),both
426,안산3점,경기도,안산시,경기도 안산시단원구 예술대학로 107 상가104호,both
427,안산상록수점,경기도,안산시,경기도 안산시상록구 본삼로 17 1층 103호,both
428,안산이동점,경기도,안산시,"경기도 안산시상록구 도매시장로 34-1, 102호",both
429,안산일동점,경기도,안산시,경기도 안산시상록구 호동로 81(일동),both
430,안산효자점,경기도,안산시,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,both
431,원곡동점,경기도,안산시,"경기도 안산시단원구 원선로 55, 104호(원곡동)",both
432,월피주공점,경기도,안산시,경기도 안산시상록구 월피동 446-2 주공상가 107호,both
433,초지1점,경기도,안산시,경기도 안산시단원구 초지동 734-5 한양타워 114호,both
434,한대역점,경기도,안산시,"경기도 안산시상록구 사동 1186-8, 101호",both
435,고천점,경기도,의왕시,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)",both
436,부곡점(의왕),경기도,의왕시,경기도 의왕시 솔밭길 31,both
437,고한점,강원도,정선군,강원도 정선군 고한읍 고한로 151-1,both
438,사북점,강원도,정선군,강원도 정선군 사북읍 사북중앙로 13,both
439,임계점,강원도,정선군,강원도 정선군 임계면 송계5길 5,both
440,정선점,강원도,정선군,강원도 정선군 정선읍 정선로 1352,both
441,함백점,강원도,정선군,강원도 정선군 신동읍 함백로 319,both
442,곡반정점,경기도,수원시,"경기도 수원시권선구 곡선로50번길 48/107(곡반정동,현대@상가)",both
443,광교점,경기도,수원시,"경기도 수원시영통구 대학1로 8번길 59, 1층103호(이의동)",both
444,권선점,경기도,수원시,경기도 수원시권선구 세권로 181번길 13(권선동),both
445,당수동점,경기도,수원시,경기도 수원시권선구 당진로 14번길 57 상가 105(당수동),both
446,동신점,경기도,수원시,경기도 수원시장안구 파장로21번길 24,both
447,매산점,경기도,수원시,경기도 수원시팔달구 갓매산로26번길 24,both
448,매탄점,경기도,수원시,경기도 수원시영통구 동수원로514번길 15 103호,both
449,북문점,경기도,수원시,경기도 수원시장안구 팔달로259번길 9,both
450,서둔탑동평동점,경기도,수원시,경기도 수원시권선구 서둔로 197-1 1층 101호(탑동),both
451,서문점,경기도,수원시,경기도 수원시장안구 장안로7번길 38(영화동),both
452,성대1점,경기도,수원시,경기도 수원시장안구 율전로 85번길 15(율전동),both
453,성대2점,경기도,수원시,"경기도 수원시장안구 서부로 2197번길 36-1, 1층",both
454,세류점,경기도,수원시,경기도 수원시권선구 정조로 558(세류동),both
455,신영통점,경기도,수원시,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),both
456,영통1.경희점,경기도,수원시,"경기도 수원시영통구 매영로 415번 56-2, 1층",both
457,영통2점,경기도,수원시,경기도 수원시영통구 영통동 955-1 황골마을1단지 상가-106,both
458,오목천점,경기도,수원시,경기도 수원시권선구 삼천병마로     1592번길 3(오목천동),both
459,우만.지동점,경기도,수원시,경기도 수원시팔달구 창룡대로 150번길 55(우만동),both
460,원천점,경기도,수원시,경기도 수원시영통구 매탄2동 동탄원천로1109번길 42 원천성일아파트상가동 103호,both
461,인계점,경기도,수원시,"경기도 수원시팔달구 권광로 317번길 12, 상가동 지하1층6,7호",both
462,임광점,경기도,수원시,경기도 수원시영통구 권선로 792 (매탄동),both
463,정자점(수원),경기도,수원시,경기도 수원시장안구 장안로 183,both
464,조원점,경기도,수원시,경기도 수원시장안구 송정로187번길 49,both
465,조원주공점,경기도,수원시,경기도 수원시장안구 금당로39번길 34 주공APT2단지상가1/2 101,both
466,천천2점,경기도,수원시,경기도 수원시장안구 화서동 706 진흥@상가 105,both
467,칠보점,경기도,수원시,경기도 수원시권선구 금호로 2 1층 102호,both
468,파장2점,경기도,수원시,"경기도 수원시장안구 파장천로 44번길 88, 1층(파장동)",both
469,파장점,경기도,수원시,경기도 수원시장안구 파장로 79(정자동),both
470,현대점(수원),경기도,수원시,경기도 수원시권선구 세지로82번길 37(권선동),both
471,화서점,경기도,수원시,경기도 수원시팔달구 팔달로127번길 16-4(화서동),both
472,공덕동점,서울특별시,마포구,서울특별시 마포구 공덕동 111-187,both
473,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",both
474,도화동점,서울특별시,마포구,서울특별시 마포구 도화동 268,both
475,망원동점,서울특별시,마포구,서울특별시 마포구 망원2동 475-42,both
476,성산동점,서울특별시,마포구,서울특별시 마포구 중동 64-25,both
477,신공덕점,서울특별시,마포구,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",both
478,신수동점,서울특별시,마포구,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)",both
479,연남동점,서울특별시,마포구,서울특별시 마포구 연남로 41(연남동),both
480,이대점,서울특별시,마포구,"서울특별시 마포구 숭문16길 10, 1층(염리동)",both
481,합정동점,서울특별시,마포구,서울특별시 마포구 포은로 52(합정동),both
482,홍익대점,서울특별시,마포구,"서울특별시 마포구 독막로22길 21, 1층101호(창전동)",both
483,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 10-1,both
484,대림동산점,경기도,안성시,경기도 안성시 공도읍 양기리567-1,both
485,보개점,경기도,안성시,경기도 안성시 보개면 남사당로 1-3,both
486,안성2점,경기도,안성시,경기도 안성시 신건지동 1-2,both
487,양성점,경기도,안성시,경기도 안성시 양성면 읍내길 26,both
488,연지점,경기도,안성시,경기도 안성시 연지동 16-1,both
489,죽산점,경기도,안성시,경기도 안성시 죽산면 중서길 1,both
490,홍익점,경기도,안성시,"경기도 안성시 금광면 종합운동장로 132, 홍익아파트상가 107",both
491,공릉철길공원점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동),both
492,상계역점,서울특별시,노원구,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",both
493,서울온천점,서울특별시,노원구,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)",both
494,월계동점,서울특별시,노원구,서울특별시 노원구 광운로2나길 11,both
495,월계삼호점,서울특별시,노원구,서울특별시 노원구 월계3동 12-1 삼호4차 상가,both
496,공성점,경상북도,상주시,경상북도 상주시 공성면 옥산리 290-8,both
497,공주산성동점,충청남도,공주시,충청남도 공주시 산성찬호길 1(산성동),both
498,공주중동점,충청남도,공주시,충청남도 공주시 웅진로 140(중동),both
499,신관점,충청남도,공주시,충청남도 공주시 신관동 177-1,both
500,신관초교점,충청남도,공주시,충청남도 공주시 신관동 319-7 신관초교 후문앞,both
501,유구점,충청남도,공주시,충청남도 공주시 유구읍 중앙1길 88,both
502,의당.신한점,충청남도,공주시,충청남도 공주시 의당면 연수원길 115-2 102호,both
503,관기점,충청북도,보은군,충청북도 보은군 마로면 관기송현로 95-1,both
504,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산리 44-1,both
505,속리산점,충청북도,보은군,충청북도 보은군 속리산면 사내리 281-1,both
506,관양1점,경기도,안양시,경기도 안양시동안구 관양동 1397-1 1층 101,both
507,덕천점,경기도,안양시,경기도 안양시만안구 덕천로128번길 18(안양동),both
508,박달동점,경기도,안양시,경기도 안양시만안구 박달동 134-5,both
509,비산1동점,경기도,안양시,"경기도 안양시동안구 비산로 21, 1층 102호(비산동)",both
510,비산삼호점,경기도,안양시,경기도 안양시동안구 비산동 377-4,both
511,새마을점,경기도,안양시,경기도 안양시만안구 안양동 759-51,both
512,안양5동점,경기도,안양시,경기도 안양시만안구 안양동 388-12,both
513,인덕원점,경기도,안양시,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",both
514,평촌3점,경기도,안양시,경기도 안양시동안구 관양동 1589-1 한가람상가 103호,both
515,평촌5점,경기도,안양시,"경기도 안양시동안구 동안로 2.109(호계동,무궁화진흥아파트상가)",both
516,포도원점,경기도,안양시,경기도 안양시동안구 호계동 859-13,both
517,호계2동점,경기도,안양시,"경기도 안양시동안구 귀인로110번길 22, 1층(호계동)",both
518,광나루점,서울특별시,광진구,"서울특별시 광진구 아차산로78길 165, 1층 102호(광장동)",both
519,광장동점,서울특별시,광진구,서울특별시 광진구 구의동 203-24,both
520,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동),both
521,뚝섬점,서울특별시,광진구,서울특별시 광진구 능동로3가길 4(자양동),both
522,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",both
523,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693,both
524,중곡1점,서울특별시,광진구,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)",both
525,중곡2점,서울특별시,광진구,서울특별시 광진구 중곡동 199-27,both
526,화양동점,서울특별시,광진구,"서울특별시 광진구 능동로13길 70(화양동, 1층)",both
527,광명1점,경기도,광명시,경기도 광명시 오리로 937,both
528,광명2점,경기도,광명시,경기도 광명시 광명동 348-20,both
529,광명3점,경기도,광명시,"경기도 광명시 광명로928번길 14, 1층(광명동)",both
530,광명역점,경기도,광명시,"경기도 광명시 신기로17번길 6, 1층102호(일직동,케이스퀘어)",both
531,기아점,경기도,광명시,경기도 광명시 소하동 1236-7,both
532,철산2점,경기도,광명시,경기도 광명시 철산2동 156-1 1층,both
533,철산3점,경기도,광명시,"경기도 광명시 도덕공원로 21-1. 비02호(철산동,힐타운상가)",both
534,하안1점,경기도,광명시,"경기도 광명시 안현로 19(하안동, 단지상가 111호)",both
535,하안5점,경기도,광명시,경기도 광명시 하안1동 702-2 5단지 일반상가 109,both
536,하안7점,경기도,광명시,경기도 광명시 하안3동 295-1 주공7단지 종합상가 106,both
537,하안9점,경기도,광명시,경기도 광명시 하안동 13-2 9단지 종합상가 101,both
538,광산점,광주광역시,광산구,광주광역시 광산구 송정동 792-14,both
539,소촌점,광주광역시,광산구,광주광역시 광산구 소촌동 610 서라@상가105,both
540,수완점,광주광역시,광산구,광주광역시 광산구 신가번영로 89-2,both
541,신창부영점,광주광역시,광산구,광주광역시 광산구 신창동 1270번지 부영@2차 상가 2-106,both
542,운남삼성점,광주광역시,광산구,광주광역시 광산구 운남동 387-22번지 삼성@ 상가 127호,both
543,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55,both
544,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43,both
545,중마점,전라남도,광양시,전라남도 광양시 중동 1681번지 태영@ 상가 106호,both
546,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1,both
547,교하점,경기도,파주시,경기도 파주시 숲속노을로 300,both
548,금촌주공점,경기도,파주시,경기도 파주시 가나무로 103,both
549,문산점,경기도,파주시,경기도 파주시 문산읍 문항로 82,both
550,선유점,경기도,파주시,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,both
551,아동점,경기도,파주시,"경기도 파주시 경의로 1821, 1층101호",both
552,연풍점,경기도,파주시,경기도 파주시 파주읍 술이홀로 449,both
553,운정1점,경기도,파주시,"경기도 파주시 미래로 603, 상가동 203호(목동동)",both
554,운정2점,경기도,파주시,"경기도 파주시 동패로 115, 상가동 122호",both
555,적성점,경기도,파주시,경기도 파주시 적성면 청송로 1020,both
556,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8,both
557,덕산점,충청북도,진천군,충청북도 진천군 덕산면 덕금로 809,both
558,이월점,충청북도,진천군,충청북도 진천군 이월면 진광로 789-1,both
559,진천점,충청북도,진천군,"충청북도 진천군 진천읍 문화로 237-18, 101호",both
560,괘법점,부산광역시,사상구,부산광역시 사상구 광장로37번길 71,both
561,모라점,부산광역시,사상구,부산광역시 사상구 모라로46번길 70(모라동),both
562,학장점,부산광역시,사상구,부산광역시 사상구 학감대로 129,both
563,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",both
564,연풍점(충북),충청북도,괴산군,충청북도 괴산군 연풍면 향교로 28,both
565,교대앞점,강원도,춘천시,강원도 춘천시 공지로 111 ,both
566,부안점,강원도,춘천시,강원도 춘천시 후석로 261(후평동),both
567,사우동점,강원도,춘천시,강원도 춘천시 영서로 2818(사농동),both
568,석사점,강원도,춘천시,강원도 춘천시 백령로 7,both
569,소양로점,강원도,춘천시,강원도 춘천시 중앙로 126번지(소양로4가),both
570,요선동점,강원도,춘천시,강원도 춘천시 서부대성로48번 24,both
571,춘천명동점,강원도,춘천시,강원도 춘천시 금강로76번길 (조양동),both
572,춘천터미널점,강원도,춘천시,강원도 춘천시 공지로 458(근화동),both
573,춘천팔호광장점,강원도,춘천시,강원도 춘천시 효자로 154(효자동),both
574,퇴계동점,강원도,춘천시,"강원도 춘천시 행촌로32번길  5-6, 1층",both
575,퇴계주공점,강원도,춘천시,강원도 춘천시 지석로 74-11 A13(퇴계동),both
576,후평2동점,강원도,춘천시,강원도 춘천시 후만로 37,both
577,교대역점,서울특별시,서초구,서울특별시 서초구 서초동 1640-1 1층,both
578,반포동점,서울특별시,서초구,서울특별시 서초구 반포1동 717-10 101,both
579,방배본점,서울특별시,서초구,서울특별시 서초구 동광로11길 25. 1층(방배동),both
580,서초동점,서울특별시,서초구,서울특별시 서초구 서초동 1360-34 지층,both
581,양재점,서울특별시,서초구,서울특별시 서초구 양재동 8-71 광성빌딜 1층,both
582,우면동점,서울특별시,서초구,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)",both
583,구례점,전라남도,구례군,전라남도 구례군 구례읍 중앙로 35,both
584,지리산온천점,전라남도,구례군,전라남도 구례군 산동면 관산리 715-2번지,both
585,구리남점,경기도,구리시,경기도 구리시 안골로20번길 28,both
586,구리중앙점,경기도,구리시,경기도 구리시 체육관로171번 11-6,both
587,인창점,경기도,구리시,경기도 구리시 건원대로99번길 49,both
588,구미송정점,경상북도,구미시,경상북도 구미시 송정동 465-1,both
589,봉곡점,경상북도,구미시,경상북도 구미시 봉곡남로9길 35,both
590,인동점,경상북도,구미시,경상북도 구미시 인동19길  36-1 1층,both
591,임은점,경상북도,구미시,경상북도 구미시 임은길 50,both
592,구산점,경상남도,김해시,경상남도 김해시 구산로 32-1,both
593,김해내동점,경상남도,김해시,경상남도 김해시 평전로 154(내동),both
594,김해중앙점,경상남도,김해시,경상남도 김해시 부원동 603-7,both
595,삼계점,경상남도,김해시,경상남도 김해시 가야로147번길 12-1 ,both
596,삼방점,경상남도,김해시,경상남도 김해시 삼안로235번길 14(삼방동668-17),both
597,외동점,경상남도,김해시,경상남도 김해시 외동 1214-2,both
598,장유2점,경상남도,김해시,경상남도 김해시 대청동 291-1 ,both
599,장유점,경상남도,김해시,경상남도 김해시 무계동 278,both
600,구암점,전라북도,군산시,전라북도 군산시 서당길 19(구암동),both
601,군산금호점,전라북도,군산시,전라북도 군산시 나운동 489 금호타운상가 108,both
602,미룡산북점,전라북도,군산시,전라북도 군산시 부곡로 125(미룡동),both
603,구월1동점,인천광역시,남동구,인천광역시 남동구 구월동 1217-2 103호,both
604,도림주공점,인천광역시,남동구,인천광역시 남동구 논고개로 299,both
605,만수1점,인천광역시,남동구,인천광역시 남동구 만수서로 97-17(만수동 1층),both
606,만수3점,인천광역시,남동구,인천광역시 남동구 만수동 861 1층,both
607,만수삼환점,인천광역시,남동구,인천광역시 남동구 소래로669번길 30 106호,both
608,만수주공점,인천광역시,남동구,인천광역시 남동구 장승남로34번길 22 상가 111호,both
609,소래점,인천광역시,남동구,인천광역시 남동구 논현동 577 풍림상가 111호,both
610,수림점,인천광역시,남동구,인천광역시 남동구 주안로237번길 1,both
611,에코점,인천광역시,남동구,인천광역시 남동구 논현동 739-1,both
612,인천남부점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",both
613,인천남촌점,인천광역시,남동구,인천광역시 남동구 남촌동로 52-1,both
614,효성점,인천광역시,남동구,인천광역시 남동구 백범로247번길 93-26,both
615,구포점,부산광역시,북구,부산광역시 북구 구포동 391-9,both
616,화명점,부산광역시,북구,부산광역시 북구 화명동 1417-6,both
617,군남점,경기도,연천군,경기도 연천군 군남면 군남로 115,both
618,대광리점,경기도,연천군,경기도 연천군 신서면 도대로 3번길 33호,both
619,백학점,경기도,연천군,경기도 연천군 백학면 두백로 35,both
620,연천점,경기도,연천군,경기도 연천군 연천읍 연천로 262,both
621,전곡터미널점,경기도,연천군,경기도 연천군 전곡읍 온골로 56,both
622,군위점,경상북도,군위군,경상북도 군위군 군위읍 서부리 57-1,both
623,군포당동점,경기도,군포시,"경기도 군포시 군포로510번길 25(당동, 당동누리에뜰해밀제1층118호)",both
624,산본13점,경기도,군포시,"경기도 군포시 산본동 1059 우성상가A동 8,9호",both
625,산본3점,경기도,군포시,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)",both
626,산본6점,경기도,군포시,"경기도 군포시 산본천로 34-5(산본동, 세종종합상가동101호)",both
627,산본9점,경기도,군포시,경기도 군포시 산본동 수리산로203번안길 34 ,both
628,산본리점,경기도,군포시,경기도 군포시 금산로 62(산본동),both
629,수리산역점,경기도,군포시,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",both
630,궁동점(대전),대전광역시,유성구,대전광역시 유성구 궁동 404-7,both
631,노은반석점,대전광역시,유성구,"대전광역시 유성구 노은서로266번 77, 104호(지상1층)",both
632,도안지구점,대전광역시,유성구,대전광역시 유성구 원신흥남로11번 6-22 (102호),both
633,송강그린점,대전광역시,유성구,대전광역시 유성구 송강동 208-7,both
634,송강마을점,대전광역시,유성구,대전광역시 유성구 구즉로58번길 12(송강동),both
635,신성점,대전광역시,유성구,대전광역시 유성구 신선로 72번길 30,both
636,유성1점,대전광역시,유성구,대전광역시 유성구 게룡로60번길 60-2,both
637,유성2점,대전광역시,유성구,대전광역시 유성구 장대동 269-8,both
638,전민점,대전광역시,유성구,"대전광역시 유성구 전민로10번길 49(전민동, 1층)",both
639,진잠점,대전광역시,유성구,대전광역시 유성구 원내동 343-6,both
640,학하.한밭대점,대전광역시,유성구,대전광역시 유성구 학하남로19번길 16(계산동),both
641,근화점,전라남도,목포시,전라남도 목포시 연산동 산정로 268-3,both
642,하당동아점,전라남도,목포시,전라남도 목포시 신흥로45번길 2 상가112호,both
643,하당부영점,전라남도,목포시,전라남도 목포시 삼향천로91번길 26(옥암동),both
644,금산2점,충청남도,금산군,충청남도 금산군 금산읍 중도리 391-4,both
645,마전점,충청남도,금산군,충청남도 금산군 추부면 마전리 567-12,both
646,금암점,전라북도,전주시,전라북도 전주시덕진구 조경단로 44,both
647,반월점,전라북도,전주시,전라북도 전주시덕진구 반월동 1229 반월주공아파트상가 104호,both
648,송천점,전라북도,전주시,전라북도 전주시덕진구 솔내로 111(송천동1가),both
649,아중점,전라북도,전주시,전라북도 전주시덕진구 인후동1가 880-5,both
650,중화산동점,전라북도,전주시,"전라북도 전주시완산구 따박골2길 3(중화산동2가, 1층)",both
651,금오점,경기도,의정부시,경기도 의정부시 금신로 398,both
652,녹양점,경기도,의정부시,"경기도 의정부시 비우로20번길 29(가능동,지상1층)",both
653,민락점,경기도,의정부시,경기도 의정부시 오목로 99,both
654,신곡점,경기도,의정부시,경기도 의정부시 시민로 240,both
655,용현점,경기도,의정부시,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)",both
656,장암주공점,경기도,의정부시,경기도 의정부시 회룡로 223 (장암주공5단지아파트),both
657,한주점,경기도,의정부시,경기도 의정부시 평화로322번길 18(호원동),both
658,호원점,경기도,의정부시,경기도 의정부시 신흥로 119번길 54,both
659,금호동점,광주광역시,서구,광주광역시 서구 금호동 815 호반리젠시빌 상가,both
660,상무세정점,광주광역시,서구,광주광역시 서구 치평동 상무화원로31번길18,both
661,쌍촌시영점,광주광역시,서구,광주광역시 서구 쌍촌로 37,both
662,으뜸점,광주광역시,서구,광주광역시 서구 치평동 1168번지 해광한신@ 상가 113호,both
663,화정점,광주광역시,서구,광주광역시 서구 화정동 766-1,both
664,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2,both
665,금호역점,서울특별시,성동구,서울특별시 성동구 금호동3가 1394-3,both
666,마장동점,서울특별시,성동구,"서울특별시 성동구 청계천로10나길 80, 1층(마장동)",both
667,옥수동점,서울특별시,성동구,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",both
668,왕십리점,서울특별시,성동구,서울특별시 성동구 하왕십리2동 955-11,both
669,행당동점,서울특별시,성동구,"서울특별시 성동구 행당로 119 (행당동,1층)",both
670,기계점,경상북도,포항시,경상북도 포항시북구 기계면 현내리 407-3번지,both
671,꼬꼬점,경상북도,포항시,경상북도 포항시북구 칠성천길 98,both
672,달전점,경상북도,포항시,경상북도 포항시북구 흥해읍 도음로877번길 9 삼도미래타운106-106,both
673,도구점,경상북도,포항시,경상북도 포항시남구 동해면 일월로 116,both
674,두호점,경상북도,포항시,경상북도 포항시북구 두호동 205-26,both
675,문덕점,경상북도,포항시,경상북도 포항시남구 오천읍 문덕리 203-3 청호A상가101,both
676,북부점(포항),경상북도,포항시,경상북도 포항시북구 두호동 1035-7,both
677,우현점,경상북도,포항시,경상북도 포항시북구 우현동 134-7 우현상가101호,both
678,장량점,경상북도,포항시,경상북도 포항시북구 장량로87번길 6-15,both
679,포항오천점,경상북도,포항시,"경상북도 포항시남구 오천읍 해병로337번길, 18-5",both
680,포항이동점,경상북도,포항시,경상북도 포항시남구 대잠동 469-3,both
681,포항장성점,경상북도,포항시,경상북도 포항시북구 성실로 24-1,both
682,포항터미널점,경상북도,포항시,경상북도 포항시남구 중섬로 25(대잠동),both
683,환호점,경상북도,포항시,경상북도 포항시북구 삼호로 458,both
684,효자점(포항),경상북도,포항시,경상북도 포항시남구 효자동 119-1,both
685,흥해점,경상북도,포항시,경상북도 포항시북구 흠해흡 초곡지구로52번길,both
686,기업도시점,충청북도,충주시,충청북도 충주시 중앙탑면 원앙9길 15 ,both
687,목행점,충청북도,충주시,충청북도 충주시 행정10길 10(목행동),both
688,문화동점,충청북도,충주시,충청북도 충주시 사직산1길 15-11(문화동),both
689,수안보점,충청북도,충주시,충청북도 충주시 수안보면 장터2길 20-7,both
690,앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1033-1,both
691,엄정점,충청북도,충주시,충청북도 충주시 엄정면 내창로 205,both
692,연수동점,충청북도,충주시,충청북도 충주시 연원로 28(연수동),both
693,주덕점,충청북도,충주시,충청북도 충주시 주덕읍 신양로 109,both
694,칠금점,충청북도,충주시,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)",both
695,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1,both
696,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105,both
697,동소문동점,서울특별시,성북구,서울특별시 성북구 동선동5가 18,both
698,석관동점,서울특별시,성북구,"서울특별시 성북구 돌곶이로22길 50, 1층(석관동)",both
699,월곡2점,서울특별시,성북구,서울특별시 성북구 하월곡2동 37-18,both
700,장위동점,서울특별시,성북구,서울특별시 성북구 장월로 90,both
701,정릉4동점,서울특별시,성북구,서울특별시 성북구 정릉동 372-47,both
702,정릉점,서울특별시,성북구,서울특별시 성북구 돈암동 43-6,both
703,낙성대1점,서울특별시,관악구,서울특별시 관악구 봉천11동 1642-7,both
704,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43,both
705,보라매동점,서울특별시,관악구,서울특별시 관악구 보라매로 22 (봉천동),both
706,봉천2동점,서울특별시,관악구,서울특별시 관악구 봉천동 7-125,both
707,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)",both
708,신대방역점,서울특별시,관악구,서울특별시 관악구 신림동 542-17,both
709,신림2점,서울특별시,관악구,서울특별시 관악구 신림동 251-461,both
710,남목점,울산광역시,동구,울산광역시 동구 동해안로 40-2(동부동),both
711,대송점,울산광역시,동구,울산광역시 동구 화정동 164-11,both
712,방어진점,울산광역시,동구,울산광역시 동구 방어동 문현지구 70B10N,both
713,전하점,울산광역시,동구,울산광역시 동구 전하동 618-8,both
714,남원노암점,전라북도,남원시,"전라북도 남원시 노암동 260, 한신아파트상가 102호",both
715,인월점,전라북도,남원시,전라북도 남원시 인월면 인월리 249-16,both
716,남원점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 100-1,both
717,모슬포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 상모대서로 25,both
718,서귀동문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서문로29번길 18,both
719,성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 178-3,both
720,신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 66(법환동),both
