,store,sido,gungu,store_address,_merge
721,위미점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 위미리 1759-2,both
722,중문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 천제연로185번 3-1,both
723,표선점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선리 839-7,both
724,효돈점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 하효동 142-1,both
725,남창점,울산광역시,울주군,울산광역시 울주군 온양읍 대안리 411-4,both
726,범서점,울산광역시,울주군,울산광역시 울주군 범서읍 점촌5길 37,both
727,봉계점,울산광역시,울주군,울산광역시 울주군 두동면 계명1길 39(1층),both
728,언양점,울산광역시,울주군,울산광역시 울주군 언양읍 읍성로 40,both
729,진하점,울산광역시,울주군,울산광역시 울주군 서생면 깨목길 28,both
730,남해대교점,경상남도,남해군,경상남도 남해군 설천면 노량로 197,both
731,남해점,경상남도,남해군,경상남도 남해군 남해읍 서변리 149-1,both
732,내면점,강원도,홍천군,강원도 홍천군 내면읍 창촌로 48,both
733,서석점,강원도,홍천군,강원도 홍천군 서석면 구룡령로 2525,both
734,양덕원점,강원도,홍천군,강원도 홍천군 남면 시동로 4,both
735,연봉점,강원도,홍천군,강원도 홍천군 홍천읍 무궁화로 88,both
736,학다리점,강원도,홍천군,강원도 홍천군  홍천읍 꽃뫼로 120,both
737,노량진2동점,서울특별시,동작구,서울특별시 동작구 노량진2동 306-5,both
738,대방동점,서울특별시,동작구,서울특별시 동작구 대방동 23-128,both
739,사당4점,서울특별시,동작구,서울특별시 동작구 사당동 1033-23,both
740,상도4동점,서울특별시,동작구,서울특별시 동작구 상도4동 210-8,both
741,상도동점,서울특별시,동작구,서울특별시 동작구 상도동 22-107 102,both
742,총신대점,서울특별시,동작구,서울특별시 동작구 사당5동 213-7,both
743,흑석동점,서울특별시,동작구,서울특별시 동작구 흑석동 96-3,both
744,노학점,강원도,속초시,강원도 속초시 교동로  55(교동),both
745,동명동점,강원도,속초시,강원도 속초시 번영로105번길 19(동명동),both
746,설악동점,강원도,속초시,강원도 속초시 청봉로 77 (설악동),both
747,조양동점,강원도,속초시,강원도 속초시 동해대로 3998(조양동),both
748,농암점,경상북도,문경시,경상북도 문경시 농암면 청암2길 10,both
749,문경점,경상북도,문경시,경상북도 문경시 문경읍 주흘로 29,both
750,능주점,전라남도,화순군,전라남도 화순군 능주면 죽수길50,both
751,화순점,전라남도,화순군,전라남도 화순군 화순읍 광덕로 142,both
752,다인점,경상북도,의성군,경상북도 의성군 다인면 서릉길 59,both
753,달동1점,울산광역시,남구,울산광역시 남구 달동 1329-9,both
754,달동2점,울산광역시,남구,"울산광역시 남구 번영로107번길 3, 203(달동, 주공아파트)",both
755,무거1점,울산광역시,남구,울산광역시 남구 신복로23번길 15(무거동),both
756,울산신정1점,울산광역시,남구,울산광역시 남구 봉월로164번길 4,both
757,달천점,울산광역시,북구,울산광역시 북구 달천로 103-19(달천아이파크 2차상가 100동 B109호),both
758,양정염포점,울산광역시,북구,울산광역시 북구 염포로 591-1(양정동),both
759,호계매곡점,울산광역시,북구,울산광역시 북구 호계동 255-9,both
760,화봉.연암점,울산광역시,북구,울산광역시 북구 송내1길 18(화봉동),both
761,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)",both
762,청량리점,서울특별시,동대문구,"서울특별시 동대문구 왕산로 247, 1층(청량리동)",both
763,당북점,경상북도,안동시,경상북도 안동시 대안로 65-2,both
764,당산동점,서울특별시,영등포구,서울특별시 영등포구 영등포동8가 29-2,both
765,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1,both
766,신길2점,서울특별시,영등포구,서울특별시 영등포구 신길동 451-1,both
767,신풍시장점,서울특별시,영등포구,서울특별시 영등포구 신길3동 325-96,both
768,여의도점,서울특별시,영등포구,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",both
769,영등포점,서울특별시,영등포구,서울특별시 영등포구 당산동3가 27,both
770,대강점,충청북도,단양군,충청북도 단양군 대강면 대강로 59-1,both
771,대고점,대전광역시,중구,"대전광역시 중구 테미로 31-1(대흥동, 1층)",both
772,문화점,대전광역시,중구,대전광역시 중구 문화동 788 상가 107호,both
773,선화점,대전광역시,중구,대전광역시 중구 은행동 1-1,both
774,옥계점(대전),대전광역시,중구,대전광역시 중구 대종로 59(옥계동),both
775,유천2점,대전광역시,중구,대전광역시 중구 유천동 127-7,both
776,유천점,대전광역시,중구,대전광역시 중구 유천동 285-19,both
777,중촌점,대전광역시,중구,대전광역시 중구 목중로39번길 21,both
778,태평2점,대전광역시,중구,대전광역시 중구 태평동 334-7,both
779,대구고성점,대구광역시,서구,대구광역시 서구 원대로13길 16,both
780,대구서문점,대구광역시,서구,대구광역시 서구 비산동 280-8,both
781,비산점,대구광역시,서구,대구광역시 서구 평리동 791-24,both
782,비산B점,대구광역시,서구,대구광역시 서구 비산1동 723-1,both
783,중리점,대구광역시,서구,대구광역시 서구 국채보상로38길 57-1,both
784,평리점,대구광역시,서구,대구광역시 서구 평리동 618-1,both
785,황제점,대구광역시,서구,대구광역시 서구 내당동 69-26,both
786,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동),both
787,대봉점,대구광역시,중구,대구광역시 중구 대봉동 121-241,both
788,동인점,대구광역시,중구,대구광역시 중구 동인동3가 238-2,both
789,대구상동점,대구광역시,수성구,대구광역시 수성구 중동 502-3,both
790,대구지산점,대구광역시,수성구,대구광역시 수성구 지산동 1234 지산단지114-4,both
791,만촌점,대구광역시,수성구,대구광역시 수성구 만촌동 963-4,both
792,범어B점,대구광역시,수성구,대구광역시 수성구 동대구로77길 24,both
793,수성점,대구광역시,수성구,대구광역시 수성구 수성동1가 82-2,both
794,신매점,대구광역시,수성구,대구광역시 수성구 신매동 599-15,both
795,파동점,대구광역시,수성구,대구광역시 수성구 파동 199-22 1층,both
796,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동),both
797,불광동점,서울특별시,은평구,서울특별시 은평구 불광로 192,both
798,신사동점,서울특별시,은평구,서울특별시 은평구 갈현로3길 33-8.1층,both
799,은평구청점,서울특별시,은평구,서울특별시 은평구 은평로 200(응암동),both
800,응암1점,서울특별시,은평구,서울특별시 은평구 응암동 124-17,both
801,증산동점,서울특별시,은평구,서울특별시 은평구 증산동 159-14,both
802,대천해수욕장점,충청남도,보령시,충청남도 보령시 해수욕장4길 68(신흑동),both
803,동대동점,충청남도,보령시,충청남도 보령시 작은오랏2길 60-6,both
804,보령웅천점,충청남도,보령시,충청남도 보령시 웅천읍 충서로 872,both
805,죽정점,충청남도,보령시,충청남도 보령시 죽정동 646-9,both
806,천북점,충청남도,보령시,충청남도 보령시 천북면 하궁길 2,both
807,청라점,충청남도,보령시,충청남도 보령시 청라면 당안길1,both
808,대학로점,강원도,삼척시,강원도 삼척시 대학로 45(당저동),both
809,대화점(강원),강원도,평창군,강원도 평창군 대화면 대화3길 46,both
810,봉평점,강원도,평창군,강원도 평창군 봉평면 기풍3길 28,both
811,진부점,강원도,평창군,강원도 평창군  진부면 진부중앙로 70,both
812,평창점(강원),강원도,평창군,강원도 평창군 평창읍 평창중앙로 84,both
813,덕풍동점,경기도,하남시,"경기도 하남시 신장동 430-7 성원쌍떼빌 104호, 105호",both
814,신장동점,경기도,하남시,경기도 하남시 신장동 443-21,both
815,하남신도시점,경기도,하남시,경기도 하남시 신장2동 528 현대A 116-115,both
816,도고점,충청남도,아산시,충청남도 아산시 도고면 신언리 96-10,both
817,모산점,충청남도,아산시,충청남도 아산시 배방면 공수리 63-24,both
818,송악점,충청남도,아산시,충청남도 아산시 송악면 외암리 595-104,both
819,신창점,충청남도,아산시,충청남도 아산시 신창면 서부남로 868,both
820,아산풍기점,충청남도,아산시,충청남도 아산시 어의정로 184,both
821,온양1점,충청남도,아산시,충청남도 아산시 충무로 20번길 20,both
822,용화점,충청남도,아산시,"충청남도 아산시 용화동 694, 101호",both
823,음봉점,충청남도,아산시,충청남도 아산시 음봉면 산동안길 10,both
824,초원점,충청남도,아산시,충청남도 아산시 좌부동 84 초원상가 103,both
825,탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로 230-11,both
826,테크노점(아산),충청남도,아산시,충청남도 아산시 둔포면 석곡리 1520 아산테크노빌딩 102,both
827,도련점,제주특별자치도,제주시,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103",both
828,신제주점,제주특별자치도,제주시,제주특별자치도 제주시 신대로 124(연동),both
829,아라점,제주특별자치도,제주시,제주특별자치도 제주시 인다12길 1 아라주공아파트 상가 106호,both
830,애월점,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 애월리 1717-6,both
831,연동점,제주특별자치도,제주시,제주특별자치도 제주시 연동 251-23,both
832,이도점,제주특별자치도,제주시,"제주특별자치도 제주시 도남로15길 4-12, 101(도남동)",both
833,일도점,제주특별자치도,제주시,제주특별자치도 제주시 천수로 25-1,both
834,제주동문점,제주특별자치도,제주시,제주특별자치도 제주시 일도1동 1084-13,both
835,조천점,제주특별자치도,제주시,제주특별자치도 제주시 조천읍  조천리 2589,both
836,한림점,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림중앙로 3-1,both
837,함덕점,제주특별자치도,제주시,제주특별자치도 제주시 초천읍 평사길 4-3,both
838,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",both
839,쌍문동점,서울특별시,도봉구,서울특별시 도봉구 쌍문동 56 삼익A 상가 107,both
840,창동역점,서울특별시,도봉구,서울특별시 도봉구 창동 135-14 1층 103,both
841,독립문점,서울특별시,종로구,서울특별시 종로구 통일로 222(교북동),both
842,세검정점,서울특별시,종로구,서울특별시 종로구 평창동 285-2,both
843,신설동점,서울특별시,종로구,서울특별시 종로구 숭인2동 699,both
844,이화동점,서울특별시,종로구,서울특별시 종로구 대학로 52(연건동),both
845,종로낙원점,서울특별시,종로구,서울특별시 종로구 낙원동 49,both
846,창신동점,서울특별시,종로구,"서울특별시 종로구 지봉로5길 12, 1층(창신동)",both
847,독산1점,서울특별시,금천구,"서울특별시 금천구 가산로 80-2, 지상1층(독산동)",both
848,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319,both
849,서울지사,서울특별시,금천구,서울특별시 금천구 시흥동 985-14,both
850,시흥공구점,서울특별시,금천구,서울특별시 금천구 시흥동 941-1,both
851,시흥사거리점,서울특별시,금천구,서울특별시 금천구 시흥1동 995-10 1층,both
852,은행나무점,서울특별시,금천구,서울특별시 금천구 탑골로 17,both
853,동두천역전점,경기도,동두천시,경기도 동두천시 어수로 92,both
854,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15(생연동),both
855,송내점,경기도,동두천시,경기도 동두천시 거북마루24    103호,both
856,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동),both
857,신선점,부산광역시,영도구,부산광역시 영도구 하나길 614,both
858,동송점,강원도,철원군,강원도 철원군 동송읍 금학로 232,both
859,신수리점,강원도,철원군,강원도 철원군 서면 자등로 593,both
860,와수리점,강원도,철원군,강원도 철원군 서면 와수리 168-1,both
861,지경리점,강원도,철원군,강원도 철원군 김화읍 청양로84,both
862,동해점,강원도,동해시,강원도 동해시 천곡2길 4(천곡동),both
863,망상점,강원도,동해시,"강원도 동해시  동해대로 6270-16, 1층 111호(망상동)",both
864,묵호점,강원도,동해시,"강원도 동해시 발한로 137(발한동, 가동)",both
865,북평점,강원도,동해시,강원도 동해시 대동로 131(북평동),both
866,송정점,강원도,동해시,"강원도 동해시 동해항2길 5, 7/2(송정동)",both
867,효가리점,강원도,동해시,"강원도 동해시 청운로 71(쇄운동, 104)",both
868,두구동점,부산광역시,금정구,부산광역시 금정구 두구동 230-3,both
869,서3점,부산광역시,금정구,부산광역시 금정구 서동 203-6,both
870,두정2점,충청남도,천안시,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",both
871,두정점,충청남도,천안시,충청남도 천안시서북구 두정역서1길 13,both
872,병천점,충청남도,천안시,충청남도 천안시동남구 병천면 병천리 157-17,both
873,불당점,충청남도,천안시,충청남도 천안시서북구 불당동 1124,both
874,성거점,충청남도,천안시,충청남도 천안시서북구 성거읍 성거길 90,both
875,성정2점,충청남도,천안시,충청남도 천안시서북구 성정동 서부11길 27,both
876,성정점,충청남도,천안시,충청남도 천안시서북구 성정로 141,both
877,성환점,충청남도,천안시,충청남도 천안시서북구 성환읍 성환리 345-3,both
878,신계점,충청남도,천안시,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,both
879,신부점,충청남도,천안시,충청남도 천안시동남구 터미널7길 26,both
880,안서점,충청남도,천안시,충청남도 천안시동남구 중암1길 17,both
881,용곡점,충청남도,천안시,충청남도 천안시동남구 용곡동 583,both
882,우성점,충청남도,천안시,충청남도 천안시서북구 직산읍 자은가리1길 68  ,both
883,원앙마을점,충청남도,천안시,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,both
884,월봉점,충청남도,천안시,충청남도 천안시서북구 월봉로 79,both
885,이수점,충청남도,천안시,충청남도 천안시서북구 백석동 433-3,both
886,직산부영점,충청남도,천안시,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호,both
887,직산점,충청남도,천안시,충청남도 천안시서북구 직산읍 삼은리 76-177,both
888,천안3점,충청남도,천안시,충청남도 천안시동남구 봉정로 18,both
889,천안4점,충청남도,천안시,충청남도 천안시동남구 오룡동 63-12,both
890,천안7단지점,충청남도,천안시,"충청남도 천안시서북구 쌍용11길 57 109(쌍용동, 주공아파트 7단지상가)",both
891,천안백석점,충청남도,천안시,충청남도 천안시서북구 백석5길 23-1(백석동),both
892,천안신당점,충청남도,천안시,충청남도 천안시서북구 신당동 271-9,both
893,천안신방점,충청남도,천안시,충청남도 천안시동남구 서부대로 피오레상가103 ,both
894,천안청룡점,충청남도,천안시,충청남도 천안시동남구   구성2길 1(구성동),both
895,청당점,충청남도,천안시,"충청남도 천안시동남구 청수10길 12, 101",both
896,둔덕점,전라남도,여수시,전라남도 여수시 만성로 18,both
897,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49,both
898,북변점,경기도,김포시,경기도 김포시 북변동 688 대우아파트상가 111호,both
899,사우지구점,경기도,김포시,경기도 김포시 북변동 832 영풍아파트상가 104,both
900,양곡1점,경기도,김포시,경기도 김포시 양촌읍 양곡2로60번길 53 101호,both
901,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",both
902,풍무2점,경기도,김포시,"경기도 김포시 풍무로 51, 101(풍무동)",both
903,하성점,경기도,김포시,경기도 김포시 하성면 애기봉로806번길 67,both
904,마천1점,서울특별시,송파구,서울특별시 송파구 마천로61길 9(마천동),both
905,문정점,서울특별시,송파구,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)",both
906,방이2점,서울특별시,송파구,서울특별시 송파구 방이동 159-16,both
907,선수촌점,서울특별시,송파구,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,both
908,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",both
909,장미점,서울특별시,송파구,서울특별시 송파구 신천동 7 장미 B-202,both
910,풍납점,서울특별시,송파구,서울특별시 송파구 풍성로 24(풍납동),both
911,훼미리점,서울특별시,송파구,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",both
912,망우동점,서울특별시,중랑구,서울특별시 중랑구 망우3동 444-26,both
913,면목1점,서울특별시,중랑구,"서울특별시 중랑구 면목천로19길 16, 1층(면목동)",both
914,묵동점,서울특별시,중랑구,"서울특별시 중랑구 중랑역로 150, 108호(묵동,우성상가)",both
915,상봉동점,서울특별시,중랑구,서울특별시 중랑구 봉우재로 161(상봉동),both
916,신내동점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",both
917,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 설화리 779-1,both
918,테크노점(대구),대구광역시,달성군,대구광역시 달성군 유가면 테크노상업로 98,both
919,화원점,대구광역시,달성군,"대구광역시 달성군 화원읍 화원로2길, 27",both
920,명보점,충청북도,제천시,충청북도 제천시 용두천로 112(남천동),both
921,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동),both
922,제천역전점,충청북도,제천시,충청북도 제천시 내토로 435-1,both
923,청풍점,충청북도,제천시,"충청북도 제천시 청풍면 청풍호로58번길, 10-16",both
924,하소동점,충청북도,제천시,충청북도 제천시 용두대로21길 9(하소동),both
925,명지점,부산광역시,강서구,부산광역시 강서구 명지오션시티10 16 ,both
926,목동1점,서울특별시,양천구,서울특별시 양천구 목4동 772-12,both
927,목동3점,서울특별시,양천구,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)",both
928,목동시장점,서울특별시,양천구,서울특별시 양천구 목동중앙남로10 7,both
929,신월4점,서울특별시,양천구,서울특별시 양천구 신월4동 447-4,both
930,신월7점,서울특별시,양천구,서울특별시 양천구 신월7동 952-1 대지상가 105,both
931,신정1점,서울특별시,양천구,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",both
932,신정2점,서울특별시,양천구,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",both
933,목상석봉점,대전광역시,대덕구,"대전광역시 대덕구 대덕대로1454 11-6(목상동,1층)",both
934,법1동점,대전광역시,대덕구,대전광역시 대덕구 법동 281 삼정하이츠@상가 1층,both
935,법2동점,대전광역시,대덕구,대전광역시 대덕구 법동 206-6,both
936,송촌점,대전광역시,대덕구,대전광역시 대덕구 송촌동 222-12,both
937,신대점,대전광역시,대덕구,대전광역시 대덕구 신대동 216번지,both
938,신탄3점,대전광역시,대덕구,대전광역시 대덕구 신탄진동 18-8,both
939,용전점,대전광역시,대덕구,대전광역시 대덕구 중리동 246-25,both
940,중리점(대전),대전광역시,대덕구,대전광역시 대덕구 중리남로 20,both
941,무주점,전라북도,무주군,전라북도 무주군 무주읍 읍내리 249-6,both
942,무지개점,경기도,성남시,"경기도 성남시분당구 구미동 211, 무지개마을 106",both
943,미금점,경기도,성남시,경기도 성남시분당구 미금일로 55 상가동108호,both
944,분당동점,경기도,성남시,경기도 성남시분당구 분당동 39 샛별마을 삼부아파트상가 -101 1호,both
945,상대원1점,경기도,성남시,경기도 성남시중원구 박석로62번길 1(상대원동),both
946,서현점,경기도,성남시,경기도 성남시분당구 서현동 311 효자촌주상복합 604-110,both
947,성남점,경기도,성남시,경기도 성남시중원구 성남동 4149,both
948,신흥2점,경기도,성남시,"경기도 성남시수정구 수정로220번길 5, 1층 일부호(신흥동)",both
949,야탑점,경기도,성남시,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",both
950,위례신도시점,경기도,성남시,"경기도 성남시수정구 위례서일로3길 31, 101호(창곡동)",both
951,은행점,경기도,성남시,경기도 성남시중원구 산성대로582번 14. 1층(은행동),both
952,이매점,경기도,성남시,경기도 성남시분당구 이매로 54 이매촌분산상가 101호,both
953,정자점,경기도,성남시,"경기도 성남시분당구 황새울로116번 28, 1층(정자동)",both
954,중탑점,경기도,성남시,경기도 성남시분당구 양현로 539. 매화근린상가1층 104,both
955,"태평1,3동점",경기도,성남시,"경기도 성남시수정구 남문로 14(태평동, 1층)",both
956,"태평2,4동점",경기도,성남시,"경기도 성남시수정구 남문로102번길 1(태평동, 1층)",both
957,하대원점,경기도,성남시,"경기도 성남시중원구 마지로155번길 25-7(하대원동,1층)",both
958,한솔점,경기도,성남시,"경기도 성남시분당구 정자로 113, 한솔마을5단지상가101호(정자동)",both
959,문학점,인천광역시,남구,"인천광역시 남구 승학길 4(문학동, 101호)",left_only
960,용현2호점,인천광역시,남구,인천광역시 남구 낙섬중로 11(용현동),left_only
961,제물포점,인천광역시,남구,인천광역시 남구 장천로112번길 10 1층,left_only
962,주안2동점,인천광역시,남구,인천광역시 남구 주안2동 551-26,left_only
963,주안점,인천광역시,남구,인천광역시 남구 염창로 84-3,left_only
964,주원점,인천광역시,남구,인천광역시 남구 주안동 1593-34,left_only
965,미아점,서울특별시,강북구,서울특별시 강북구 도봉로29길 10 1층,both
966,번동점,서울특별시,강북구,서울특별시 강북구 번3동 307 1층 5호,both
967,삼양동점,서울특별시,강북구,서울특별시 강북구 미아동 833-12,both
968,수유점,서울특별시,강북구,"서울특별시 강북구 노해로11길 42, 1층(수유동)",both
969,반구점,울산광역시,중구,울산광역시 중구 반구동 101-8,both
970,병영점,울산광역시,중구,울산광역시 중구 병영로 80,both
971,성남점(울산),울산광역시,중구,울산광역시 중구 성남동 57-2 2F,both
972,반송2점,부산광역시,해운대구,부산광역시 해운대구 반송동 62-340,both
973,반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 207번가길 67,both
974,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1,both
975,해운대점,부산광역시,해운대구,부산광역시 해운대구 우동 541-5 해운대비치오피스텔 101,both
976,해운대좌동주공2,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105,both
977,백련시장점,서울특별시,서대문구,서울특별시 서대문구 남가좌2동 347-1,both
978,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 80, 1층(북가좌동)",both
979,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 북가좌2동 107-1 1층,both
980,영천시장점,서울특별시,서대문구,서울특별시 서대문구 천연동 1 냉천동 190,both
981,홍은1점,서울특별시,서대문구,서울특별시 서대문구 홍은2동 9-56 1층,both
982,홍은동점,서울특별시,서대문구,서울특별시 서대문구 홍은동 427-4,both
983,백암점,경상북도,울진군,경상북도 울진군 온정면 소태리 933,both
984,죽변점,경상북도,울진군,경상북도 울진군 죽변면 죽변북로 59,both
985,백양사점,전라남도,장성군,전라남도 장성군 북하면 백양로 904,both
986,백천점,경상북도,경산시,경상북도 경산시 백천동 573-1 108,both
987,옥산점,경상북도,경산시,경상북도 경산시 성암로 10길 2-12(옥산동),both
988,진량점,경상북도,경산시,경상북도 경산시 진량읍 황제리 70-1 창신황제상가 203,both
989,보광2점,서울특별시,용산구,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)",both
990,해방촌점,서울특별시,용산구,서울특별시 용산구 용산동2가 1-46,both
991,복창점,경기도,평택시,경기도 평택시 신서로 32-1,both
992,서정점,경기도,평택시,경기도 평택시 서정동 288-15,both
993,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서7길 16,both
994,오성점,경기도,평택시,경기도 평택시 오성면 숙성리 137-7,both
995,주공1점,경기도,평택시,경기도 평택시 평택2로 108 (비전동),both
996,참이슬점,경기도,평택시,경기도 평택시 참이슬길 16,both
997,팽성점,경기도,평택시,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12",both
998,평택1점,경기도,평택시,"경기도 평택시 중앙로 19(통복동, 2층)",both
999,평택지산점,경기도,평택시,경기도 평택시 지산동 1130,both
1000,포승점,경기도,평택시,경기도 평택시 포승읍 석정리 1257-13 1층 3,both
1001,하북점,경기도,평택시,경기도 평택시 진위면 하북4길 3,both
1002,합정점,경기도,평택시,경기도 평택시 합정동 773-1,both
1003,봉동점,전라북도,완주군,전라북도 완주군 봉동읍 장기리 214-1,both
1004,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17,both
1005,부강점,세종특별자치시,세종시,세종특별자치시   부강면 부강2길 11,both
1006,서면점(충남),세종특별자치시,세종시,세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,both
1007,세종청사점,세종특별자치시,세종시,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",both
1008,조치원2점,세종특별자치시,세종시,세종특별자치시   조치원읍 조치원로 52,both
1009,조치원3점,세종특별자치시,세종시,세종특별자치시   조치원읍 충현로 159 욱일@상가B07호,both
1010,한솔새롬점,세종특별자치시,세종시,세종특별자치시   새롬북로 13 상가3동 지하1층 130호(새롬동),both
1011,부곡온천점,경상남도,창녕군,경상남도 창녕군 부곡면 온천중앙로 47,both
1012,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 명덕로 48,both
1013,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동),both
1014,장림점,부산광역시,사하구,부산광역시 사하구 장림동 641-180,both
1015,부송점,전라북도,익산시,전라북도 익산시 부송1로 65,both
1016,어양점,전라북도,익산시,전라북도 익산시 고봉로18길 107(어양동),both
1017,부여점,충청남도,부여군,충청남도 부여군 부여읍 성왕로 173번길 12,both
1018,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15,both
1019,석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리 11길 28,both
1020,약목점,경상북도,칠곡군,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),both
1021,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104,both
1022,비인점,충청남도,서천군,충청남도 서천군 비인면 성내리 338-5,both
1023,서천점,충청남도,서천군,충청남도 서천군 서천읍 군사리 715-2,both
1024,장항점,충청남도,서천군,충청남도 서천군 장항읍 장항로 125-1,both
1025,사직점,부산광역시,동래구,부산광역시 동래구 사직동 19-45,both
1026,사창리점,강원도,화천군,강원도 화천군 사내면 사내로 47-1,both
1027,삼환대우점,인천광역시,연수구,인천광역시 연수구 원인재로 124,both
1028,센트럴파크점,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 50,both
1029,송도럭키점,인천광역시,연수구,인천광역시 연수구 옥련동 626 럭키아파트 일반상가 103호,both
1030,송도신도시점,인천광역시,연수구,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",both
1031,송도점,인천광역시,연수구,인천광역시 연수구 비류대로 216 1층4호,both
1032,연수3점,인천광역시,연수구,인천광역시 연수구 연수동 540 문남상가 107호,both
1033,연수5점,인천광역시,연수구,"인천광역시 연수구 먼우금로 126, 107호(동춘동, 대림현대)",both
1034,연수6점,인천광역시,연수구,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",both
1035,연수주공점,인천광역시,연수구,인천광역시 연수구 연수동 533 연수상가 103호,both
1036,상동점,전라북도,정읍시,전라북도 정읍시 상동 265-1(충정로 37),both
1037,신태인점,전라북도,정읍시,전라북도 정읍시 신태인읍 신태인중앙로 7,both
1038,서부점,경상남도,창원시,경상남도 창원시진해구   충장로 100,both
1039,양덕합성점,경상남도,창원시,경상남도 창원시마산회원구 합성동 733-3,both
1040,용원점,경상남도,창원시,경상남도 창원시진해구 용재로29번길 5-17,both
1041,합포점,경상남도,창원시,경상남도 창원시마산합포구 장군동4가 24-6,both
1042,회원교방점,경상남도,창원시,경상남도 창원시마산회원구 회원남로 39-1,both
1043,서상점,경상남도,함양군,경상남도 함양군 서상면 서상로 290-2,both
1044,안의점,경상남도,함양군,경상남도 함양군 안의면 금천리 203-4,both
1045,함양점,경상남도,함양군,경상남도 함양군 함양읍 용평리 702-12,both
1046,성주점(경북),경상북도,성주군,경상북도 성주군 월항면  주산로 397,both
1047,송림점,인천광역시,동구,인천광역시 동구 샛골로161번길 25,both
1048,송월점,인천광역시,중구,인천광역시 중구 송월동1가 11-128,both
1049,신공항점,인천광역시,중구,인천광역시 중구 영종대로27번길 41,both
1050,신반점,경상남도,의령군,경상남도 의령군 부림면 신번로 164,both
1051,신항점,충청남도,태안군,충청남도 태안군 근흥면 신진도리 527-8,both
1052,안면점,충청남도,태안군,충청남도 태안군 안면읍 장터로 114,both
1053,원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 837,both
1054,태안점,충청남도,태안군,충청남도 태안군 태안읍 시장2길 42,both
